Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Populus tremuloides	19.69	1.01370953194552	37.524	904	0.35	0.7	4.33	0.111	95	2.7	2
Populus tremuloides	20.07	0.988355826410671	37.583	195	0.35	0.7	4.9	0.131	95	2.7	2
Populus tremuloides	20.03	0.952550478314725	37.623	1164	0.35	0.7	4.8	0.122	95	2.7	2
Populus tremuloides	20.12	0.985630199184539	37.515	1128	0.35	0.7	4.66	0.141	95	2.7	2
Populus tremuloides	20.57	1.07199125574437	37.38	1163	0.35	0.7	4.87	0.131	95	2.7	2
Populus tremuloides	20.72	1.07447183474679	37.518	1124	0.35	0.7	4.26	0.112	95	2.7	2
Populus tremuloides	19.88	1.29089203532823	36.401	431	0.4	1.3	8.3	0.121	95	2.7	2
Populus tremuloides	20.29	1.32051065492723	36.406	423	0.4	1.3	7.55	0.127	95	2.7	2
Populus tremuloides	20.49	1.41007567425206	36.442	334	0.4	1.3	7.21	0.106	95	2.7	2
Populus tremuloides	20.53	1.31602704351002	36.743	322	0.4	1.3	5.94	0.129	95	2.7	2
Populus tremuloides	20.68	1.23845925239511	36.913	307	0.4	1.3	6.51	0.145	95	2.7	2
Populus tremuloides	20.94	1.27777323409783	37.829	311	0.4	1.3	8.39	0.122	95	2.7	2
Populus tremuloides	21.12	1.2853140640391	36.694	323	0.4	1.3	6.73	0.124	95	2.7	2
Populus tremuloides	21.29	1.321570101472	36.687	310	0.4	1.3	6.38	0.126	95	2.7	2
Populus tremuloides	21.47	1.33963237830159	36.612	309	0.4	1.3	7.2	0.121	95	2.7	2
Populus tremuloides	29.21	1.6444141832349	37.386	1499	0.15	0.5	7.32	0.0715	95	2.7	2
Populus tremuloides	29.21	1.6044141832349	37.476	1499	0.15	0.5	7.87	0.0298	95	2.7	2
Populus tremuloides	29.24	1.61143745417996	37.445	1500	0.15	0.5	7.76	0.0694	95	2.7	2
Populus tremuloides	28.12	1.70629692798722	36.878	1499	0.25	0.45	10.1	0.0957	95	2.7	2
Populus tremuloides	28.24	1.76294872174797	37.328	1500	0.25	0.45	8.42	0.031	95	2.7	2
Populus tremuloides	28.34	1.78528248310313	37.258	1499	0.25	0.45	10.9	0.0524	95	2.7	2
Populus tremuloides	29.36	1.3996364834282	37.999	1500	0.3	1.15	3.01	0.0252	95	2.7	2
Populus tremuloides	29.36	1.2896364834282	37.976	1501	0.3	1.15	1.98	0.0175	95	2.7	2
Populus tremuloides	30.04	1.67267042884559	38.125	1501	0.4	1.3	2.74	0.0368	95	2.7	2
Populus tremuloides	30	1.61292612408126	38.141	1501	0.4	1.3	3.03	0.0495	95	2.7	2
Populus tremuloides	29.99	1.53049308364599	38.149	1501	0.4	1.3	2.86	0.0403	95	2.7	2
Populus tremuloides	30.4	1.5512484834174	38.129	1500	0.25	0.5	2.31	0.0128	95	2.7	2
Populus tremuloides	30.47	1.51865700078829	38.231	1499	0.25	0.5	4.04	0.0313	95	2.7	2
Populus tremuloides	30.46	1.4861663603259	38.009	1499	0.25	0.5	3.31	0.0206	95	2.7	2
Populus tremuloides	29.21	1.4844141832349	36.916	1500	0.4	0.6	5.06	0.0201	95	2.7	2
Populus tremuloides	29.27	1.32847130628904	36.333	1500	0.4	0.7	10.4	0.132	95	2.7	2
Populus tremuloides	29.25	1.29378089520449	36.376	1500	0.4	0.7	10.5	0.129	95	2.7	2
Populus tremuloides	29.24	1.22143745417996	36.454	1500	0.4	0.7	11	0.134	95	2.7	2
Populus tremuloides	30.6	0.841148158506361	37.092	1499	0.9	1.05	4.91	0.013	95	2.7	2
Populus tremuloides	30.61	0.843656175779054	37.126	1499	0.9	1.05	4.83	0.012	95	2.7	2
Populus tremuloides	30.64	0.811187700148038	37.223	1499	0.9	1.05	4.66	0.0244	95	2.7	2
Populus tremuloides	30.07	0.62999142182214	37.758	1501	1.35	2	3.64	0.0052	95	2.7	2
Populus tremuloides	30.18	0.966928903503406	37.734	1499	0.45	1.5	5.53	0.0347	95	2.7	2
Populus tremuloides	30.18	0.936928903503406	37.75	1499	0.45	1.5	5.18	0.0298	95	2.7	2
Populus tremuloides	30.29	0.934014363681033	37.266	1499	0.45	1.5	5.68	0.0446	95	2.7	2
Populus tremuloides	30.47	1.32865700078829	36.261	1500	0.35	0.75	11	0.0911	95	2.7	2
Populus tremuloides	30.47	1.30865700078829	36.292	1500	0.35	0.75	11.1	0.0921	95	2.7	2
Populus tremuloides	30.47	1.23865700078829	36.494	1500	0.35	0.75	11.6	0.1	95	2.7	2

