Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Cavanillesia platanifolia	34.9	2.4161911635549	39	550	0.733333333	0.81375	NA	0.0049	11.6	1.3	2.3
Cavanillesia platanifolia	30.9	2.81450036750233	39	110	0.6	0.85625	NA	0.0059	11.6	1.3	2.3
Cavanillesia platanifolia	34.8	3.18118534540608	39	410	0.733333333	0.81375	NA	0.00602	11.6	1.3	2.3
Cavanillesia platanifolia	33.9	2.45493534811206	39	227	0.733333333	0.81375	NA	0.00668	11.6	1.3	2.3
Cavanillesia platanifolia	33.8	2.44128892565624	39	236	0.733333333	0.81375	NA	0.00674	11.6	1.3	2.3
Cavanillesia platanifolia	32.6	2.87265975998333	39	170	0.6	0.85625	NA	0.00675	11.6	1.3	2.3
Cavanillesia platanifolia	33.6	2.41419342431783	39	159	0.733333333	0.81375	NA	0.00719	11.6	1.3	2.3
Cavanillesia platanifolia	33.4	2.38735928010797	39	228	0.733333333	0.81375	NA	0.00835	11.6	1.3	2.3
Cavanillesia platanifolia	31.7	2.7303654404197	39	72	0.6	0.85625	NA	0.0116	11.6	1.3	2.3
Cavanillesia platanifolia	28.9	3.44094955005664	39	106	0.45	0.46875	NA	0.013	11.6	1.3	2.3
Cavanillesia platanifolia	29.5	2.39153918685697	39	123	0.505	0.6725	NA	0.0138	11.6	1.3	2.3
Cavanillesia platanifolia	31.2	3.29000138218481	39	1140	0.45	0.46875	NA	0.0153	11.6	1.3	2.3
Cavanillesia platanifolia	29.7	3.18642780985534	39	158	0.45	0.46875	NA	0.0161	11.6	1.3	2.3
Cavanillesia platanifolia	29.5	2.39153918685697	39	214	0.505	0.6725	NA	0.0165	11.6	1.3	2.3
Cavanillesia platanifolia	30.1	2.49247159997479	39	1040	0.6	0.85625	NA	0.0183	11.6	1.3	2.3
Cavanillesia platanifolia	29.2	3.50110229797966	39	73	0.45	0.46875	NA	0.0188	11.6	1.3	2.3
Cavanillesia platanifolia	32.3	3.69479897077733	39	610	0.45	0.46875	NA	0.0215	11.6	1.3	2.3
Cavanillesia platanifolia	32	3.44261193317025	39	242	0.45	0.46875	NA	0.0222	11.6	1.3	2.3
Cavanillesia platanifolia	28.4	2.38343372967819	39	158	0.505	0.6725	NA	0.0227	11.6	1.3	2.3
Cavanillesia platanifolia	29.1	2.33701114169978	39	117	0.505	0.6725	NA	0.0232	11.6	1.3	2.3
Cavanillesia platanifolia	30.4	2.7266277544174	39	300	0.505	0.6725	NA	0.0246	11.6	1.3	2.3
Cavanillesia platanifolia	30.6	2.75796913250636	39	173	0.505	0.6725	NA	0.0274	11.6	1.3	2.3
Cavanillesia platanifolia	29.3	3.11388467593827	39	97	0.45	0.46875	NA	0.0299	11.6	1.3	2.3
Cavanillesia platanifolia	29.3	3.11388467593827	39	80	0.45	0.46875	NA	0.0311	11.6	1.3	2.3
Cavanillesia platanifolia	31.4	3.32759199419579	39	1150	0.45	0.46875	NA	0.0357	11.6	1.3	2.3
Cavanillesia platanifolia	28.8	3.15190772222299	39	79	0.366666667	0.533333333	NA	0.045	11.6	1.3	2.3
Cavanillesia platanifolia	29.1	3.20704955569978	39	1080	0.366666667	0.533333333	NA	0.0455	11.6	1.3	2.3
Cavanillesia platanifolia	29	3.18857642540943	39	810	0.366666667	0.533333333	NA	0.0481	11.6	1.3	2.3
Cavanillesia platanifolia	29.1	3.30372049069978	39	650	0.486666667	0.64	NA	0.0502	11.6	1.3	2.3
Cavanillesia platanifolia	30.9	3.41294872350233	39	880	0.45	0.46875	NA	0.0565	11.6	1.3	2.3
Cavanillesia platanifolia	31.2	3.47171868918481	39	1040	0.45	0.46875	NA	0.0595	11.6	1.3	2.3
Cavanillesia platanifolia	30.1	3.73828101597479	39	780	0.425	0.51875	NA	0.114	11.6	1.3	2.3
Cavanillesia platanifolia	29.1	3.57762147269978	39	380	0.366666667	0.533333333	NA	0.141	11.6	1.3	2.3
Cavanillesia platanifolia	29.5	3.61163094785697	39	720	0.425	0.51875	NA	0.164	11.6	1.3	2.3
Cavanillesia platanifolia	30	3.37754198908125	39	110	0.366666667	0.533333333	NA	0.167	11.6	1.3	2.3
Cavanillesia platanifolia	30.3	3.78134719753784	39	1360	0.425	0.51875	NA	0.169	11.6	1.3	2.3
Cavanillesia platanifolia	30	3.37754198908125	39	360	0.366666667	0.533333333	NA	0.185	11.6	1.3	2.3
Cavanillesia platanifolia	28.8	3.31025581122299	39	79	0.35375	0.615	NA	0.205	11.6	1.3	2.3
Cavanillesia platanifolia	29.6	3.30081869441507	39	320	0.366666667	0.533333333	NA	0.241	11.6	1.3	2.3
Cavanillesia platanifolia	28.7	3.6217566651199	39	95	0.35	0.4	NA	0.353	11.6	1.3	2.3
Cavanillesia platanifolia	28.4	3.55929884567819	39	75	0.35	0.4	NA	0.404	11.6	1.3	2.3

