Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Astronium graveolens	31.2	2.90839503818481	39	202	0.9	1.63125	NA	0.0667	19.7	4.9	3.3
Astronium graveolens	31.4	2.81297032219579	39	84	1.35625	2.55	NA	0.0687	19.7	4.9	3.3
Astronium graveolens	29.8	2.39122163110886	39	250	0.9	1.63125	NA	0.0743	19.7	4.9	3.3
Astronium graveolens	28.3	3.13874853207904	39	89	0.58125	1.11875	NA	0.0748	19.7	4.9	3.3
Astronium graveolens	32.7	2.39436644699382	39	540	1.5	2.24375	NA	0.0772	19.7	4.9	3.3
Astronium graveolens	31.6	2.6405835213086	39	1090	1.1375	2.39375	NA	0.0786	19.7	4.9	3.3
Astronium graveolens	28.9	2.45349522505664	39	86	0.94625	1.06625	NA	0.0788	19.7	4.9	3.3
Astronium graveolens	34.3	3.91612324232239	39	1290	0.475	0.675	NA	0.0957	19.7	4.9	3.3
Astronium graveolens	29.6	3.16815560741507	39	88	0.475	0.675	NA	0.103	19.7	4.9	3.3
Astronium graveolens	29.6	2.48825728841507	39	93	1.5	2.24375	NA	0.106	19.7	4.9	3.3
Astronium graveolens	32.6	2.38093849398333	39	181	1.5	2.24375	NA	0.111	19.7	4.9	3.3
Astronium graveolens	27.8	3.66130693297002	39	93	0.60625	1.15625	NA	0.112	19.7	4.9	3.3
Astronium graveolens	29.9	3.22324734876621	39	195	0.475	0.675	NA	0.117	19.7	4.9	3.3
Astronium graveolens	31	2.62396483393682	39	180	1.35625	2.55	NA	0.129	19.7	4.9	3.3
Astronium graveolens	27.9	2.85614525388806	39	106	0.94625	1.06625	NA	0.131	19.7	4.9	3.3
Astronium graveolens	31.1	2.63894071066292	39	98	1.35625	2.55	NA	0.14	19.7	4.9	3.3
Astronium graveolens	30.7	2.65012581402844	39	990	1.5	2.24375	NA	0.141	19.7	4.9	3.3
Astronium graveolens	30.7	2.57947947002844	39	119	1.35625	2.55	NA	0.141	19.7	4.9	3.3
Astronium graveolens	29.7	3.95363984285534	39	1070	0.475	1.34375	NA	0.165	19.7	4.9	3.3
Astronium graveolens	28.1	3.69543914111163	39	520	0.60625	1.15625	NA	0.168	19.7	4.9	3.3
Astronium graveolens	29.9	3.35821723476621	39	219	0.558333333	0.983333333	NA	0.17	19.7	4.9	3.3
Astronium graveolens	28.1	3.60421210511163	39	90	0.475	1.34375	NA	0.193	19.7	4.9	3.3
Astronium graveolens	29.7	3.31985598885534	39	214	0.558333333	0.983333333	NA	0.213	19.7	4.9	3.3
Astronium graveolens	28.2	3.71699447058588	39	117	0.60625	1.15625	NA	0.216	19.7	4.9	3.3
Astronium graveolens	30.3	2.52118624553784	39	82	1.35625	2.55	NA	0.228	19.7	4.9	3.3
Astronium graveolens	27.9	3.68271165888806	39	107	0.60625	1.15625	NA	0.229	19.7	4.9	3.3
Astronium graveolens	27.8	3.66130693297002	39	100	0.60625	1.15625	NA	0.237	19.7	4.9	3.3
Astronium graveolens	29.3	3.52135547093827	39	106	0.50875	1.34125	NA	0.238	19.7	4.9	3.3
Astronium graveolens	29.2	3.50110229797966	39	119	0.50875	1.34125	NA	0.265	19.7	4.9	3.3
Astronium graveolens	27.8	3.04872042097002	39	115	0.58125	1.11875	NA	0.265	19.7	4.9	3.3
Astronium graveolens	30.6	3.79407195550636	39	144	0.50875	1.34125	NA	0.27	19.7	4.9	3.3
Astronium graveolens	27.9	3.65265469888806	39	85	0.60625	1.15625	NA	0.325	19.7	4.9	3.3
Astronium graveolens	30.2	3.70826868603834	39	126	0.50875	1.34125	NA	0.336	19.7	4.9	3.3
Astronium graveolens	30	3.66600336708125	39	136	0.50875	1.34125	NA	0.372	19.7	4.9	3.3
Astronium graveolens	27.6	3.58928666705261	39	82	0.60625	1.15625	NA	0.394	19.7	4.9	3.3

