Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Quercus ilex LM	25.02	1.34144962304269	39.554	1500	1.623333333	NA	7.037894045	0.051325489	V	4.2	1.4
Quercus ilex LM	20.99	1.12539679354216	39.044	1502	0.541666667	NA	13.16818845	0.137395954	V	4.2	1.4
Quercus ilex LM	18.36	0.80110507548063	39.147	1501	0.475	NA	14.12632617	0.17580884	V	4.2	1.4
Quercus ilex LM	24.85	1.22948147631544	39.234	1498	0.683333333	NA	6.721384566	0.065359016	V	4.2	1.4
Quercus ilex LM	35.37	1.36850254365867	39.699	1284	1.623333333	NA	3.52687544	0.041581186	V	4.2	1.4
Quercus ilex LM	24.87	0.883227789936191	39.136	1500	0.6	NA	12.56181951	0.107842013	V	4.2	1.4
Quercus ilex LM	20.53	0.976027043510022	39.634	1501	0.475	NA	5.885031668	0.066537674	V	4.2	1.4
Quercus ilex LM	24.16	1.15259532979299	39.041	1500	0.725	NA	8.651375128	0.084031581	V	4.2	1.4
Quercus ilex LM	27.63	1.56913572158671	39.742	1502	1.416666667	NA	4.282132605	0.027967534	V	4.2	1.4
Quercus ilex LM	23.76	1.14110609336671	38.888	1498	0.5	NA	14.9041044	0.138761975	V	4.2	1.4
Quercus ilex LM	20.58	0.903484318263014	38.978	1499	0.6	NA	17.25888159	0.151553411	V	4.2	1.4
Quercus ilex LM	25.58	0.808772861720524	39.651	1499	0.725	NA	2.846956875	0.021410148	V	4.2	1.4
Quercus ilex LM	25.05	0.947120427383395	39.487	1498	0.5	NA	8.674137586	0.063099588	V	4.2	1.4
Quercus ilex LM	20.25	0.964635853395063	39.365	1502	0.6	NA	9.521028215	0.085926203	V	4.2	1.4
Quercus ilex LM	31.36	2.16534258892854	39.766	1499	2.175	NA	2.630700904	0.037514234	V	4.2	1.4
Quercus ilex LM	24.94	1.27637060580494	39.325	1498	0.9	NA	6.30917666	0.055371736	V	4.2	1.4
Quercus ilex LM	15.99	0.797066105019755	39.819	1502	0.675	NA	3.759996773	0.035083207	V	4.2	1.4
Quercus ilex LM	24.81	1.15200052904751	39.348	1499	0.783333333	NA	6.182406636	0.046274752	V	4.2	1.4
Quercus ilex LM	31.89	1.7051447183041	30.033	1500	1.175	NA	1.685618284	0.020027408	V	4.2	1.4
Quercus ilex LM	24.25	0.828887731807455	39.481	1501	0.6	NA	11.44980555	0.117251729	V	4.2	1.4
Quercus ilex LM	20.82	1.06956001851063	38.945	1502	0.475	NA	15.98740279	0.150602102	V	4.2	1.4
Quercus ilex LM	23.18	0.860077135086585	39.209	1501	0.6	NA	11.53586503	0.0881454	V	4.2	1.4
Quercus ilex LM	17.54	0.89497675686855	39.377	1498	0.475	NA	8.406782962	0.091815565	V	4.2	1.4
Quercus ilex LM	31.51	1.89453972770407	30.095	1500	3.2	NA	0.788573554	0.011667295	V	4.2	1.4
Quercus ilex LM	37.5	1.28751976103518	39.829	1311	1.8	NA	1.42974367	0.021218784	V	4.2	1.4
Quercus ilex LM	20.38	1.02377543950206	39.297	1500	0.5	NA	9.975361554	0.093385203	V	4.2	1.4
Quercus ilex LM	26.5	0.921968996572586	39.78	1230	0.85	NA	2.867254568	0.039507632	V	4.2	1.4
Quercus ilex LM	23.46	1.07846500888561	39.121	1500	0.541666667	NA	11.48238429	0.13432351	V	4.2	1.4
Quercus ilex LM	31.74	1.41520740645192	39.685	1285	1.455	NA	4.212030532	0.040575951	V	4.2	1.4

