Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Genipa americana	34.4	2.56766542157922	39	90	1.671875	2.725	NA	0.00423	26	2.7	1.3
Genipa americana	32.8	2.38796887024727	39	109	1.671875	2.725	NA	0.00689	26	2.7	1.3
Genipa americana	33	2.41492980573732	39	1150	1.671875	2.725	NA	0.00748	26	2.7	1.3
Genipa americana	31.6	2.3989262863086	39	370	1.671875	2.725	NA	0.00801	26	2.7	1.3
Genipa americana	33.2	2.58455247074641	39	98	1.4875	2.1125	NA	0.00941	26	2.7	1.3
Genipa americana	31.9	2.26985270491493	39	470	1.671875	2.725	NA	0.00944	26	2.7	1.3
Genipa americana	33.7	2.46954674107572	39	90	1.671875	2.725	NA	0.014	26	2.7	1.3
Genipa americana	33.4	2.42850233610797	39	400	1.671875	2.725	NA	0.0161	26	2.7	1.3
Genipa americana	32.3	2.32170685777733	39	105	1.671875	2.725	NA	0.018	26	2.7	1.3
Genipa americana	37.6	2.90496953390299	39	570	1.99375	2.25625	NA	0.0186	26	2.7	1.3
Genipa americana	33.2	2.40146948774641	39	509	1.671875	2.725	NA	0.0203	26	2.7	1.3
Genipa americana	35.9	3.04927956483589	39	340	1.99375	2.25625	NA	0.0211	26	2.7	1.3
Genipa americana	32.4	2.33482999907127	39	150	1.671875	2.725	NA	0.0229	26	2.7	1.3
Genipa americana	33.2	2.44215459474641	39	310	1.671875	2.725	NA	0.0256	26	2.7	1.3
Genipa americana	31.6	2.3989262863086	39	108	1.671875	2.725	NA	0.0258	26	2.7	1.3
Genipa americana	37.7	2.92076094420396	39	168	1.99375	2.25625	NA	0.0263	26	2.7	1.3
Genipa americana	32.4	2.68490534607127	39	78	1.4625	1.946666667	NA	0.0273	26	2.7	1.3
Genipa americana	36.8	2.93020344200505	39	310	1.99375	2.25625	NA	0.028	26	2.7	1.3
Genipa americana	34	2.51119176031011	39	107	1.671875	2.725	NA	0.0292	26	2.7	1.3
Genipa americana	31.2	2.59947561718481	39	80	2.48	2.71	NA	0.0302	26	2.7	1.3
Genipa americana	31.4	2.72107359419579	39	290	0.8675	1.213333333	NA	0.0317	26	2.7	1.3
Genipa americana	30.9	2.64479113250233	39	146	0.8675	1.213333333	NA	0.0319	26	2.7	1.3
Genipa americana	33.5	2.73173344914041	39	170	2.48	2.71	NA	0.0336	26	2.7	1.3
Genipa americana	39.3	3.18372373626739	39	730	1.99375	2.25625	NA	0.0337	26	2.7	1.3
Genipa americana	32.2	2.30864781993404	39	79	1.671875	2.725	NA	0.035	26	2.7	1.3
Genipa americana	37.6	2.90496953390299	39	177	1.99375	2.25625	NA	0.0422	26	2.7	1.3
Genipa americana	29.6	2.88624654841507	39	113	1.99375	2.25625	NA	0.0493	26	2.7	1.3
Genipa americana	31.5	2.51475028426771	39	139	1.4875	2.1125	NA	0.0518	26	2.7	1.3
Genipa americana	34.7	2.65497074707831	39	92	2.48	2.71	NA	0.0535	26	2.7	1.3
Genipa americana	37.3	2.8580380157366	39	1180	1.99375	2.25625	NA	0.0545	26	2.7	1.3
Genipa americana	32.3	2.32170685777733	39	200	2.48	2.71	NA	0.0553	26	2.7	1.3
Genipa americana	28.9	2.72424883005664	39	136	0.75	1.1	NA	0.0562	26	2.7	1.3
Genipa americana	35.7	3.01595195465496	39	360	1.99375	2.25625	NA	0.0594	26	2.7	1.3
Genipa americana	31.1	2.74735284866292	39	141	1.29375	1.725	NA	0.0634	26	2.7	1.3
Genipa americana	31.4	2.79459097619579	39	125	1.29375	1.725	NA	0.0664	26	2.7	1.3
Genipa americana	31.6	2.6591725393086	39	129	2.48	2.71	NA	0.0665	26	2.7	1.3
Genipa americana	35.1	2.91785626105587	39	181	1.99375	2.25625	NA	0.0675	26	2.7	1.3
Genipa americana	31.4	2.68431490419579	39	122	1.29375	1.725	NA	0.0676	26	2.7	1.3
Genipa americana	31.1	2.58473464166292	39	139	2.48	2.71	NA	0.0681	26	2.7	1.3
Genipa americana	35.3	2.95024280264999	39	260	1.99375	2.25625	NA	0.0684	26	2.7	1.3
Genipa americana	34.9	2.9528623315549	39	340	2.48	2.71	NA	0.0689	26	2.7	1.3
Genipa americana	33	2.55574036773732	39	76	1.4875	2.1125	NA	0.0691	26	2.7	1.3
Genipa americana	35.8	3.03257607872713	39	730	1.99375	2.25625	NA	0.0695	26	2.7	1.3
Genipa americana	30.6	2.93357978050636	39	144	1.99375	2.25625	NA	0.0701	26	2.7	1.3
Genipa americana	34.6	2.64029887320334	39	89	2.48	2.71	NA	0.0704	26	2.7	1.3
Genipa americana	32.2	2.92402556393404	39	97	1.29375	1.725	NA	0.0706	26	2.7	1.3
Genipa americana	31	2.44430326593682	39	280	1.4875	2.1125	NA	0.071	26	2.7	1.3
Genipa americana	30.8	2.70081016156342	39	115	1.29375	1.725	NA	0.0731	26	2.7	1.3
Genipa americana	31.4	2.62917686719579	39	123	2.48	2.71	NA	0.0742	26	2.7	1.3
Genipa americana	29.6	2.88624654841507	39	78	1.99375	2.25625	NA	0.0747	26	2.7	1.3
Genipa americana	30.4	2.9002428874174	39	163	1.99375	2.25625	NA	0.0747	26	2.7	1.3
Genipa americana	32.1	2.90756670824575	39	94	1.29375	1.725	NA	0.0775	26	2.7	1.3
Genipa americana	32.6	2.47928274798333	39	126	1.29375	1.725	NA	0.0794	26	2.7	1.3
Genipa americana	33.4	3.16907735810797	39	142	0.6125	0.9625	NA	0.0795	26	2.7	1.3
Genipa americana	33.2	3.01174609874641	39	850	0.8675	1.213333333	NA	0.0808	26	2.7	1.3
Genipa americana	31.8	2.74586737143299	39	74	1.29375	1.725	NA	0.0815	26	2.7	1.3
Genipa americana	31.9	2.61018631791493	39	116	1.4625	1.946666667	NA	0.0825	26	2.7	1.3
Genipa americana	33.7	2.76241531507572	39	560	2.48	2.71	NA	0.0832	26	2.7	1.3
Genipa americana	31.3	2.77876712871853	39	140	1.29375	1.725	NA	0.0835	26	2.7	1.3
Genipa americana	32.1	2.63985429524575	39	520	1.4625	1.946666667	NA	0.0841	26	2.7	1.3
Genipa americana	31.7	2.7303654404197	39	85	1.29375	1.725	NA	0.0863	26	2.7	1.3
Genipa americana	31.6	2.4361043233086	39	200	1.4875	2.1125	NA	0.0893	26	2.7	1.3
Genipa americana	29.6	3.05207540641507	39	83	1.29375	1.725	NA	0.0919	26	2.7	1.3
Genipa americana	33.1	2.79262925354524	39	136	1.4625	1.946666667	NA	0.0926	26	2.7	1.3
Genipa americana	29.5	3.03456052085697	39	72	1.29375	1.725	NA	0.0933	26	2.7	1.3
Genipa americana	30.7	2.68544898602844	39	111	1.29375	1.725	NA	0.0938	26	2.7	1.3
Genipa americana	31.5	2.42233066726771	39	88	1.4875	2.1125	NA	0.0945	26	2.7	1.3
Genipa americana	31.5	2.95836444726771	39	238	1.4625	1.946666667	NA	0.0956	26	2.7	1.3
