Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Quercus douglasii	25.37	1.11816135802217	69.61	1400	3.018571429	3.51952381	13.8	0.0589	V	2.1	0.3
Quercus douglasii	24.59	0.951132555822444	100.72	1399	3.018571429	3.51952381	15.6	0.0502	V	2.1	0.3
Quercus douglasii	29.11	2.40107952813021	14.9	1400	3.018571429	3.51952381	4.84	0.352	V	2.1	0.3
Quercus douglasii	30.59	2.32864138579546	19.73	1399	3.018571429	3.51952381	6.87	0.259	V	2.1	0.3
Quercus douglasii	29.73	2.09765841444976	35.79	1399	3.018571429	3.51952381	12.6	0.192	V	2.1	0.3
Quercus douglasii	28.98	1.92091920766075	49.83	1399	3.018571429	3.51952381	15.5	0.141	V	2.1	0.3
Quercus douglasii	28	1.71980659417326	69.66	1398	3.018571429	3.51952381	17.7	0.0973	V	2.1	0.3
Quercus douglasii	27.14	1.57461104793572	101.04	1399	3.018571429	3.51952381	17.7	0.0608	V	2.1	0.3
Quercus douglasii	28.94	2.04167869662857	14.87	1399	3.018571429	3.51952381	3.36	0.211	V	2.1	0.3
Quercus douglasii	29	1.88554643840943	19.73	1398	3.018571429	3.51952381	4.64	0.15	V	2.1	0.3
Quercus douglasii	29.05	1.71713489122249	35.79	1400	3.018571429	3.51952381	7.4	0.0911	V	2.1	0.3
Quercus douglasii	29.06	1.61945607873644	49.7	1400	3.018571429	3.51952381	8.36	0.063	V	2.1	0.3
Quercus douglasii	28.94	1.56167869662858	69.66	1399	3.018571429	3.51952381	9.13	0.0462	V	2.1	0.3
Quercus douglasii	29.16	1.58273220906957	101.18	1401	3.018571429	3.51952381	11.9	0.0403	V	2.1	0.3

