Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Quercus ilex SP	25.39	0.69201013290141	38.787	1499	0.7	NA	13.58594087	0.129664578	V	4.2	1.4
Quercus ilex SP	25	0.237673991975822	39.56	1500	1.85	NA	6.65614522	0.045959468	V	4.2	1.4
Quercus ilex SP	26.74	1.52120126646715	39.337	1500	0.6	NA	7.088706398	0.058264578	V	4.2	1.4
Quercus ilex SP	20.81	0.578047546148655	39.875	1498	0.4	NA	2.226602315	0.017114544	V	4.2	1.4
Quercus ilex SP	36.05	0.817120243497679	39.957	1499	3.1	NA	0.304754816	0.012381646	V	4.2	1.4
Quercus ilex SP	37.97	0.863802049253573	30.019	1499	3.1	NA	0.208986095	0.01089284	V	4.2	1.4
Quercus ilex SP	17.3	0.724812192944137	39.156	1501	0.78	NA	8.392343128	0.065961684	V	4.2	1.4
Quercus ilex SP	25.49	1.31131388901786	38.825	1500	0.515	NA	11.19362904	0.099564423	V	4.2	1.4
Quercus ilex SP	16.99	0.466438306244236	39.245	1515	0.5	NA	10.86098044	0.098151802	V	4.2	1.4
Quercus ilex SP	17.67	0.89148374206643	38.673	1502	0.76	NA	13.04104495	0.124737924	V	4.2	1.4
Quercus ilex SP	36.68	3.05606742106288	39.24	1499	0.8125	NA	8.73090804	0.074358682	V	4.2	1.4
Quercus ilex SP	26.37	1.23555349120092	39.832	1498	1.816666667	NA	1.418800203	0.023506072	V	4.2	1.4
Quercus ilex SP	13.89	0.327177158573404	39.245	1500	0.4	NA	11.27209338	0.106918273	V	4.2	1.4
Quercus ilex SP	29.64	2.34609742529431	39.455	1502	1.45	NA	6.11971432	0.054720227	V	4.2	1.4
Quercus ilex SP	19.18	0.772118027571738	39.313	1500	0.8	NA	6.300369824	0.058924954	V	4.2	1.4
Quercus ilex SP	35.37	3.54850254365867	39.157	1501	0.85	NA	8.988177731	0.08684868	V	4.2	1.4
Quercus ilex SP	25.14	1.31418592439656	39.018	1502	0.53	NA	10.18900663	0.102496879	V	4.2	1.4
Quercus ilex SP	22.61	0.303754840128477	39.603	1502	1.816666667	NA	5.649379808	0.040297386	V	4.2	1.4
Quercus ilex SP	25.64	0.99045738913697	39.357	1500	1.4125	NA	7.552486059	0.053252408	V	4.2	1.4
Quercus ilex SP	15.09	0.375196428372587	39.153	1499	0.7	NA	13.32405008	0.122922911	V	4.2	1.4
Quercus ilex SP	15.71	0.754819743209872	39.128	1500	0.78	NA	8.406645805	0.085412765	V	4.2	1.4
Quercus ilex SP	35.88	3.39180013470441	39.311	1498	0.7	NA	8.915221469	0.064866497	V	4.2	1.4
Quercus ilex SP	26.97	1.65895338424186	38.822	1498	0.5	NA	11.0925164	0.108163765	V	4.2	1.4
Quercus ilex SP	25.34	0.57239566461465	39.704	1502	1.7	NA	3.439656095	0.028561461	V	4.2	1.4
Quercus ilex SP	21.61	0.821646118713075	39.481	1494	0.4	NA	6.602637544	0.055767303	V	4.2	1.4
Quercus ilex SP	32.9	2.71183769586321	39.041	1501	1.2	NA	10.96618396	0.089713719	V	4.2	1.4
Quercus ilex SP	37	1.09460956194499	30.065	1499	3.1	NA	0.547666945	0.006523605	V	4.2	1.4
Quercus ilex SP	26.27	0.70535354558419	39.023	1498	1	NA	12.74298808	0.116066375	V	4.2	1.4
Quercus ilex SP	25.45	1.12358039630154	39.013	1498	0.43	NA	9.137569809	0.09164857	V	4.2	1.4
Quercus ilex SP	19.01	0.678692585722914	39.279	1506	0.4	NA	11.41940908	0.108007823	V	4.2	1.4
Quercus ilex SP	30.79	2.36901389801651	39.147	1504	1.5	NA	9.799026692	0.074135213	V	4.2	1.4
Quercus ilex SP	25.59	1.16071776751789	39.848	1500	1.9	NA	2.397302842	0.037141984	V	4.2	1.4
Quercus ilex SP	17.74	0.840421308685953	38.485	1501	0.68	NA	14.09520621	0.13190173	V	4.2	1.4

