Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Pinus edulis	30.99	1.80988818509125	37.4	2000	0.98	2.1	1.08	0.0243	35	4	6
Pinus edulis	31.79	2.11848713640903	36.3	2000	0.8	2.25	2.054	0.0334	35	4	6
Pinus edulis	31.15	1.77095170216356	37.3	2000	0.87	2.15	1.414	0.022	35	4	6
Pinus edulis	30.22	1.70676100450534	37.7	2000	0.98	2.1	0.971	0.0218	35	4	6
Pinus edulis	25.44	1.13164952290966	38.2	2000	1.35	2.1	2.117	0.0204	35	4	6
Pinus edulis	26.04	1.17928598533997	37.5	2000	1.38	2.15	2.486	0.0203	35	4	6
Pinus edulis	25.46	1.1155122691726	38.2	2000	1.35	2.2	1.201	0.0123	35	4	6
Pinus edulis	28.93	1.06937147235548	37.2	2000	1.35	2.1	1.35	0.0145	35	4	6
Pinus edulis	31.37	0.957946720803085	39	2000	1.38	2.15	0.139	0.0026	35	4	6
Pinus edulis	29.72	1.12525795511001	38.5	2000	1.35	2.2	0.711	0.0083	35	4	6
Pinus edulis	31.72	1.16990465117306	38.4	2000	1.35	2.1	1.322	0.0132	35	4	6
Pinus edulis	33.38	1.14819327325552	38.7	2000	1.35	2.2	0.442	0.0075	35	4	6
Pinus edulis	36.12	0.990029387783604	39.1	2000	1.35	2.1	0.44	0.0069	35	4	6
Pinus edulis	36.05	0.977120243497678	39	2000	1.35	2.1	0.168	0.0069	35	4	6
Pinus edulis	35.88	0.921800134704409	39	2000	1.38	2.15	0.075	0.0026	35	4	6
Pinus edulis	17.52	1.35244772525955	34.8	2000	1	2.3	4.168	0.0481	35	4	6
Pinus edulis	19.09	1.42968926957458	35.1	2000	1.3	2.3	3.53	0.031	35	4	6
Pinus edulis	19.05	1.47418492778874	35.1	2000	0.9	2.2	4.013	0.0447	35	4	6
Pinus edulis	21.46	1.61806626309348	34.9	2000	1	2.3	4.701	0.0512	35	4	6
Pinus edulis	22.72	1.66211800736224	34.7	2000	1.3	2.3	3.121	0.0357	35	4	6
Pinus edulis	21.55	1.58219148780493	35.4	2000	0.9	2.2	3.407	0.0442	35	4	6
Pinus edulis	20.91	1.5532089149725	34.3	2000	1	2.3	4.923	0.0559	35	4	6
Pinus edulis	20.95	1.44929630890602	35.4	2000	1.3	2.3	2.997	0.0287	35	4	6
Pinus edulis	21.26	1.5469192872642	34.8	2000	0.9	2.2	4.082	0.0513	35	4	6
Pinus edulis	20.46	1.47562056143619	35.1	2000	1	2.3	4.169	0.0475	35	4	6
Pinus edulis	19.76	1.36369156733899	35.5	2000	1.3	2.3	3.034	0.0265	35	4	6
Pinus edulis	19.86	1.42801751545266	35.3	2000	0.9	2.2	3.726	0.0407	35	4	6
Pinus edulis	28.63	1.33069213891673	36	2000	1	2.3	4.008	0.0352	35	4	6
Pinus edulis	28.16	1.08516287852885	37.2	2000	1.3	2.3	1.956	0.0157	35	4	6
Pinus edulis	28.2	1.33404679958588	36.4	2000	0.9	2.2	3.393	0.0357	35	4	6
Pinus edulis	17.45	0.593618098562178	38.6	2000	2.1	2.1	0.244	0.002	35	4	6
Pinus edulis	18.81	0.591410096755147	38.7	2000	2.35	2.4	0.339	0.002	35	4	6
Pinus edulis	18.21	0.611331798670195	38.4	2000	3	3.6	0.554	0.003	35	4	6
Pinus edulis	20.29	0.640510654927225	38.6	2000	2.1	2.1	0.483	0.004	35	4	6
Pinus edulis	21.25	0.625370675860083	38.8	2000	2.35	2.4	0.278	0.002	35	4	6
Pinus edulis	19.78	0.636550546298935	38.6	2000	3	3.6	0.397	0.004	35	4	6
Pinus edulis	22.8	0.66554034839283	38.9	2000	2.1	2.1	0.233	0.003	35	4	6
Pinus edulis	24.15	0.640789791116413	38.8	2000	2.35	2.4	0.081	0.002	35	4	6
Pinus edulis	23.76	0.661106093366706	39	2000	3	3.6	0.128	0.003	35	4	6
Pinus edulis	15.15	0.321828450225731	39.4	2000	2.3	2.5	0.863	0.006	35	4	6
Pinus edulis	15.04	0.329686864218797	40	2000	2.53	2.6	0.271	0.004	35	4	6
Pinus edulis	14.99	0.414192824614046	39	2000	2.35	3	1.491	0.011	35	4	6
Pinus edulis	23.88	0.892395761727737	39.7	2000	2.35	3	0.32	0.003	35	4	6
Pinus edulis	29.52	1.12750002525505	38.7	2000	2.5	2.5	0.015	0.003	35	4	6
Pinus edulis	39.07	0.947554345183494	38.6	2000	2.5	2.5	0.022	0.002	35	4	6
Pinus edulis	26.17	1.66525717044834	37.7	2000	1.4	2.6	3.166	0.027	35	4	6
Pinus edulis	26.09	1.76925434048784	37	2000	1.45	2.4	4.961	0.037	35	4	6
Pinus edulis	26.2	1.73127523472912	36.8	2000	1.25	2.9	4.941	0.035	35	4	6
Pinus edulis	29.9	1.76865025676621	36.9	2000	1.4	2.6	3.978	0.032	35	4	6
Pinus edulis	30.07	1.71999142182214	37.4	2000	1.45	2.4	3.219	0.023	35	4	6
Pinus edulis	29.91	2.00107239587701	36.1	2000	1.25	2.9	5.344	0.048	35	4	6
Pinus edulis	32.2	1.75861990693404	37.4	2000	1.4	2.6	3.297	0.022	35	4	6
Pinus edulis	33.2	1.63668657774641	37.5	2000	1.45	2.4	2.047	0.016	35	4	6
Pinus edulis	32.82	2.0194199203464	35.4	2000	1.25	2.9	5.402	0.05	35	4	6
Pinus edulis	34.45	1.64381572392082	37.2	2000	1.4	2.6	3.081	0.023	35	4	6
Pinus edulis	35.66	1.45087070847753	38.2	2000	1.45	2.4	1.058	0.008	35	4	6
Pinus edulis	36.24	2.03947985258389	36.2	2000	1.25	2.9	4.004	0.035	35	4	6
Pinus edulis	36.14	1.46658886374317	37.9	2000	1.4	2.6	1.761	0.012	35	4	6
Pinus edulis	37.07	1.29857251672832	38.5	2000	1.45	2.4	0.363	0.004	35	4	6
Pinus edulis	37.48	1.78052496234509	37.2	2000	1.25	2.9	2.746	0.022	35	4	6
Pinus edulis	39.08	1.45132047130855	38.4	2000	1.4	2.6	1.329	0.01	35	4	6
Pinus edulis	40.37	1.27205523186155	38.8	2000	1.45	2.4	0.317	0.004	35	4	6
Pinus edulis	40.38	1.5560543888716	38.1	2000	1.25	2.9	1.386	0.012	35	4	6
Pinus edulis	35.31	1.28955108492452	38.4	2000	1.4	2.6	1.001	0.007	35	4	6
Pinus edulis	34.76	1.26834247393453	38.6	2000	1.45	2.4	0.508	0.007	35	4	6
Pinus edulis	34.93	1.58078043847264	37.2	2000	1.25	2.9	2.65	0.019	35	4	6
Pinus edulis	16.13	1.11337990324092	37.4	2000	2.2	2.2	1.417	0.026	35	4	6
Pinus edulis	17.59	1.13131157592109	37.2	2000	2.15	2.2	1.382	0.019	35	4	6
Pinus edulis	18.84	1.06548348940114	37.8	2000	2.1	2.3	1.479	0.017	35	4	6
Pinus edulis	20.68	1.01845925239511	38	2000	2.2	2.2	0.841	0.011	35	4	6
Pinus edulis	21.01	1.05845195230688	37.6	2000	2.15	2.2	1.213	0.011	35	4	6
Pinus edulis	21.65	1.02796606051244	37.8	2000	2.1	2.3	1.567	0.012	35	4	6
Pinus edulis	24.01	1.02561119253318	37.9	2000	2.2	2.2	1.068	0.008	35	4	6
Pinus edulis	23.18	1.06007713508659	37.7	2000	2.15	2.2	1.024	0.009	35	4	6
Pinus edulis	25.11	0.988488566449967	38.1	2000	2.1	2.3	1.044	0.007	35	4	6
Pinus edulis	30.53	1.04362685634482	38.8	2000	2.2	2.2	0.299	0.004	35	4	6
Pinus edulis	31.12	0.9132275283774	38.8	2000	2.1	2.3	0.372	0.003	35	4	6
Pinus edulis	29.72	0.985257955110011	38.8	2000	2.2	2.2	0.168	0.002	35	4	6
Pinus edulis	29.13	0.775737089268678	39	2000	2.2	2.2	0.166	0.003	35	4	6
Pinus edulis	28.92	0.807065408495768	39.3	2000	2.1	2.3	0.021	0.003	35	4	6
Pinus edulis	24.75	0.750808256941602	36.5	2000	1.3	2.5	4.703	0.044	35	4	6
Pinus edulis	25.24	0.543241276161032	37.5	2000	1.4	2.35	3.719	0.032	35	4	6
Pinus edulis	26.24	0.719313778522076	36.9	2000	1.1	2.2	6.329	0.06	35	4	6
Pinus edulis	27.7	0.894281756726096	36.5	2000	1.3	2.5	4.823	0.049	35	4	6
Pinus edulis	27.73	0.490789425559855	38	2000	1.4	2.35	2.424	0.02	35	4	6
Pinus edulis	28.35	0.607522076109669	37.7	2000	1.1	2.2	4.112	0.036	35	4	6
Pinus edulis	29.93	0.79592030229904	37.4	2000	1.3	2.5	3.148	0.033	35	4	6
Pinus edulis	31.49	0.549296680689612	37.7	2000	1.4	2.35	2.228	0.017	35	4	6
Pinus edulis	31.8	0.591147002432987	38.1	2000	1.1	2.2	2.78	0.025	35	4	6
Pinus edulis	31.51	0.764539727704073	37.7	2000	1.3	2.5	2.859	0.027	35	4	6
Pinus edulis	31.94	0.438522705024695	38.8	2000	1.4	2.35	1.315	0.012	35	4	6
Pinus edulis	33.68	0.645043948684129	38.5	2000	1.1	2.2	2.675	0.025	35	4	6
Pinus edulis	32.83	0.69221736326462	38	2000	1.3	2.5	2.552	0.023	35	4	6
Pinus edulis	33.14	0.429617564212764	38.9	2000	1.4	2.35	1.307	0.012	35	4	6
Pinus edulis	33.47	0.614115931872575	38.6	2000	1.1	2.2	2.315	0.026	35	4	6
Pinus edulis	32.47	0.63236462852176	38.2	2000	1.3	2.5	2.373	0.02	35	4	6
Pinus edulis	31.55	0.435041334701225	38.8	2000	1.4	2.35	1.598	0.014	35	4	6
Pinus edulis	31.28	0.554555728126851	38.6	2000	1.1	2.2	2.302	0.025	35	4	6
Pinus edulis	17.41	0.678587920296702	38.2	2000	1.22	1.8	2.324	0.0185	35	4	6
Pinus edulis	21.73	0.900646504634594	37.7	2000	1.25	2.3	2.816	0.0255	35	4	6
Pinus edulis	22.34	0.929132853891491	37.5	2000	1.1	1.7	3.664	0.0331	35	4	6
Pinus edulis	25.31	0.736638923482621	37.8	2000	1.22	1.8	3.247	0.0266	35	4	6
Pinus edulis	26.17	0.74525717044834	38.1	2000	1.25	2.3	2.092	0.0215	35	4	6
Pinus edulis	27.13	0.892504958309347	37.4	2000	1.1	1.7	3.343	0.0297	35	4	6
Pinus edulis	30.75	0.818899386934694	38.4	2000	1.22	1.8	1.79	0.0197	35	4	6
Pinus edulis	32.41	1.12589259579524	37.9	2000	1.25	2.3	2.211	0.0266	35	4	6
Pinus edulis	34.16	0.916655276178899	37.8	2000	1.1	1.7	1.75	0.0151	35	4	6
Pinus edulis	32.96	0.85870847720137	38	2000	1.22	1.8	2.393	0.0204	35	4	6
Pinus edulis	34.48	1.2729020071177	37.3	2000	1.25	2.3	2.795	0.0315	35	4	6
Pinus edulis	35.58	0.865262021213121	38.4	2000	1.1	1.7	1.455	0.0157	35	4	6
Pinus edulis	35.53	0.839306148642369	38.6	2000	1.22	1.8	1.328	0.0162	35	4	6
Pinus edulis	36.88	1.09371389434	38.1	2000	1.25	2.3	1.622	0.0206	35	4	6
Pinus edulis	37.65	0.79019074987871	39	2000	1.1	1.7	0.397	0.0113	35	4	6
Pinus edulis	35	0.812497129745681	38.3	2000	1.22	1.8	1.9	0.0159	35	4	6
Pinus edulis	37.17	1.19294278764039	38	2000	1.25	2.3	1.735	0.0251	35	4	6
Pinus edulis	38	0.774540701196732	38.7	2000	1.1	1.7	0.758	0.0113	35	4	6
Pinus edulis	35.71	0.736925813472289	38.5	2000	1.22	1.8	1.418	0.011	35	4	6
Pinus edulis	37.52	1.03452113674814	38.3	2000	1.25	2.3	1.349	0.0175	35	4	6
Pinus edulis	37.75	0.855511349773329	38.8	2000	1.1	1.7	0.666	0.013	35	4	6
Pinus edulis	21.6	1.08006824166378	37.9	2000	1.6	1.85	2.557	0.0167	35	4	6
Pinus edulis	23.19	1.16179301121416	38.1	2000	1.78	1.83	2.502	0.0221	35	4	6
Pinus edulis	24.8	1.4901327230714	35.9	2000	1.4	1.7	6.838	0.0622	35	4	6
Pinus edulis	27.58	1.26835007644091	37.6	2000	1.6	1.85	2.989	0.0216	35	4	6
Pinus edulis	26.73	1.15913781073366	38.4	2000	1.78	1.83	1.547	0.0148	35	4	6
Pinus edulis	27.56	1.52404349171771	36.5	2000	1.4	1.7	5.563	0.0556	35	4	6
Pinus edulis	31.15	1.22095170216356	38.6	2000	1.6	1.85	1.329	0.0105	35	4	6
Pinus edulis	31.47	1.25405879897579	38.6	2000	1.78	1.83	1.131	0.0111	35	4	6
Pinus edulis	32.76	1.60266388242883	37.2	2000	1.4	1.7	4.113	0.0345	35	4	6
Pinus edulis	35.21	1.17808588870588	38.8	2000	1.6	1.85	0.531	0.0046	35	4	6
Pinus edulis	34.77	1.14141523093959	38.9	2000	1.78	1.83	0.374	0.0064	35	4	6
Pinus edulis	33.64	1.40339075660228	37.8	2000	1.4	1.7	2.732	0.0229	35	4	6
Pinus edulis	37.64	1.01666779720207	37.9	2000	1.6	1.85	0.227	0.0025	35	4	6
Pinus edulis	33.88	1.08364958766342	38.9	2000	1.78	1.83	0.284	0.0059	35	4	6
Pinus edulis	34.13	1.49770803671554	37.3	2000	1.4	1.7	3.615	0.0321	35	4	6
Pinus edulis	33.54	1.06435639562602	38.7	2000	1.6	1.85	0.795	0.0059	35	4	6
Pinus edulis	18.52	1.39237674080381	34.9	2000	1.42	1.85	5.665	0.0455	35	4	6
Pinus edulis	20.16	1.45146387561256	36	2000	1.35	1.8	4.272	0.0358	35	4	6
Pinus edulis	20.82	1.60956001851063	34.7	2000	1.43	2.2	4.909	0.0551	35	4	6
Pinus edulis	23.78	1.56464507234614	35.1	2000	1.42	1.85	6.199	0.0581	35	4	6
Pinus edulis	24.44	1.37353541791576	36.7	2000	1.35	1.8	3.461	0.0332	35	4	6
Pinus edulis	24.12	1.55537883811189	35.8	2000	1.43	2.2	3.304	0.0403	35	4	6
Pinus edulis	27.96	1.49101222061654	36.1	2000	1.42	1.85	4.157	0.0416	35	4	6
Pinus edulis	28.07	1.28523971431243	36.4	2000	1.35	1.8	3.912	0.0378	35	4	6
Pinus edulis	27.9	1.29785405988806	37.3	2000	1.43	2.2	1.622	0.0257	35	4	6
Pinus edulis	31.58	1.26293113061094	37.2	2000	1.42	1.85	2.938	0.0293	35	4	6
Pinus edulis	31.33	1.25753789764129	37	2000	1.35	1.8	3.24	0.0308	35	4	6
Pinus edulis	30.99	1.34988818509125	37.6	2000	1.43	2.2	1.571	0.0267	35	4	6
Pinus edulis	35.64	1.12445937432217	37.9	2000	1.42	1.85	1.691	0.0186	35	4	6
Pinus edulis	32.44	1.16412256977973	37.3	2000	1.35	1.8	3.136	0.027	35	4	6
Pinus edulis	32.24	1.14948362897952	38.2	2000	1.43	2.2	1.105	0.0185	35	4	6
Pinus edulis	36.71	1.14617366994784	38	2000	1.42	1.85	1.365	0.0163	35	4	6
Pinus edulis	32.28	1.36036865971936	37.1	2000	1.35	1.8	2.91	0.0257	35	4	6
Pinus edulis	30.79	1.26901389801651	38.1	2000	1.43	2.2	0.841	0.0155	35	4	6
Pinus edulis	35.07	1.41428679869849	37.8	2000	1.42	1.85	1.762	0.0207	35	4	6
Pinus edulis	32.42	1.45863457862182	37	2000	1.35	1.8	3.176	0.0296	35	4	6
Pinus edulis	31.67	1.2866705671305	38.5	2000	1.43	2.2	0.592	0.0135	35	4	6
Pinus edulis	24.28	2.18433558658897	36.1	2000	0.83	1.95	4.612	0.0667	35	4	6
Pinus edulis	26.84	2.36189403012926	36.4	2000	0.8	1.4	5.762	0.0868	35	4	6
Pinus edulis	27.32	2.40270497932168	35.3	2000	0.83	2	5.533	0.0747	35	4	6
Pinus edulis	28.21	2.38627059132699	36.2	2000	0.83	1.95	3.807	0.0609	35	4	6
Pinus edulis	27.76	2.33730701928892	35.5	2000	0.8	1.4	5.444	0.0866	35	4	6
Pinus edulis	27.9	2.53785405988806	34.5	2000	0.83	2	6.363	0.1035	35	4	6
Pinus edulis	29.18	2.39740148009104	35.6	2000	0.83	1.95	4.076	0.0721	35	4	6
Pinus edulis	30.82	2.36661295103647	35.5	2000	0.8	1.4	5.416	0.0769	35	4	6
Pinus edulis	31.57	2.760299903224	34.7	2000	0.83	2	5.482	0.0979	35	4	6
Pinus edulis	33.3	2.58524579658784	35.7	2000	0.83	1.95	4.048	0.069	35	4	6
Pinus edulis	33.26	2.15380545255615	36.5	2000	0.8	1.4	3.746	0.0445	35	4	6
Pinus edulis	33.19	2.75383828285358	34.8	2000	0.83	2	5.532	0.0909	35	4	6
Pinus edulis	32.89	2.30903069100272	35.9	2000	0.83	1.95	3.895	0.0554	35	4	6
Pinus edulis	35.5	1.86975088423379	37.3	2000	0.8	1.4	2.405	0.0305	35	4	6
Pinus edulis	35.76	2.74301922166003	35.1	2000	0.83	2	4.831	0.0726	35	4	6
Pinus edulis	36.86	2.49692044531546	36.7	2000	0.83	1.95	2.526	0.0504	35	4	6
Pinus edulis	35.01	1.84560546680645	37.1	2000	0.8	1.4	2.624	0.0301	35	4	6
Pinus edulis	34.39	2.48568247638971	35.6	2000	0.83	2	4.444	0.0634	35	4	6
Pinus edulis	34.82	2.0568011630138	36.8	2000	0.83	1.95	2.777	0.0414	35	4	6
Pinus edulis	34.88	1.62531308321156	37.3	2000	0.8	1.4	2.749	0.0277	35	4	6
Pinus edulis	34.17	2.0196405684148	36.6	2000	0.83	2	3.217	0.0381	35	4	6
Pinus edulis	20.72	1.91447183474679	35.6	2000	0.95	2	5.492	0.116	35	4	6
Pinus edulis	24.22	1.96344841159477	35.6	2000	1	1.9	3.47	0.0637	35	4	6
Pinus edulis	24.61	2.01482850686582	35.2	2000	0.85	2.25	4.579	0.0896	35	4	6
Pinus edulis	28.08	2.12744891741235	36	2000	0.95	2	4.258	0.0667	35	4	6
Pinus edulis	29.23	2.30909518884022	35.9	2000	1	1.9	3.749	0.0685	35	4	6
Pinus edulis	29.82	2.24931661550387	36.2	2000	0.85	2.25	3.972	0.0678	35	4	6
Pinus edulis	33.02	1.9956286351152	37	2000	0.95	2	2.742	0.0357	35	4	6
Pinus edulis	34.17	2.5296405684148	36.2	2000	1	1.9	2.798	0.0508	35	4	6
Pinus edulis	34.43	2.17776548696444	36.9	2000	0.85	2.25	2.35	0.0367	35	4	6
Pinus edulis	36.12	2.1300293877836	37.3	2000	0.95	2	1.666	0.0337	35	4	6
Pinus edulis	37.88	2.67167645825001	36.1	2000	1	1.9	2.359	0.0432	35	4	6
Pinus edulis	38.06	2.13606329330082	37.1	2000	0.85	2.25	1.731	0.0276	35	4	6
Pinus edulis	38.74	1.93424864644614	37.7	2000	0.95	2	1.05	0.0231	35	4	6
Pinus edulis	38.85	2.4551405598671	36.5	2000	1	1.9	2.04	0.0355	35	4	6
Pinus edulis	38.77	2.07538024187531	37.2	2000	0.85	2.25	1.603	0.0276	35	4	6
Pinus edulis	36.27	2.38937763247552	36.5	2000	0.95	2	2.341	0.0444	35	4	6
Pinus edulis	38.7	2.19943067441858	36.8	2000	1	1.9	1.843	0.0292	35	4	6
Pinus edulis	38.77	1.80538024187531	37.5	2000	0.85	2.25	1.301	0.0198	35	4	6
Pinus edulis	35.36	2.30534019191942	36.3	2000	0.95	2	2.591	0.0468	35	4	6
Pinus edulis	35.2	2.08494763942328	36.3	2000	1	1.9	2.436	0.0352	35	4	6
Pinus edulis	34.55	1.77415441288874	37.8	2000	0.85	2.25	0.965	0.0277	35	4	6
Pinus edulis	20.47	1.61710479842653	36.1	2000	1.23	2.3	2.275	0.0225	35	4	6
Pinus edulis	21.08	1.67917087013789	36.4	2000	1.1	2.2	2.989	0.0355	35	4	6
Pinus edulis	21.95	1.80579800873011	35.2	2000	0.83	2.4	5.347	0.0668	35	4	6
Pinus edulis	24.43	1.71170327443681	36.1	2000	1.23	2.3	2.255	0.0221	35	4	6
Pinus edulis	25.49	1.63131388901786	36.8	2000	1.1	2.2	2.089	0.0236	35	4	6
Pinus edulis	25.86	1.91361177482771	35.3	2000	0.83	2.4	5.013	0.0624	35	4	6
Pinus edulis	27.73	1.62078942555985	37.1	2000	1.23	2.3	1.307	0.014	35	4	6
Pinus edulis	28.94	1.61167869662858	37.1	2000	1.1	2.2	2.054	0.0209	35	4	6
Pinus edulis	28.65	1.88523853391563	35.7	2000	0.83	2.4	4.483	0.0508	35	4	6
Pinus edulis	31.21	1.46643444309373	37.7	2000	1.23	2.3	0.857	0.0086	35	4	6
Pinus edulis	31.94	1.48852270502469	37.7	2000	1.1	2.2	1.615	0.0163	35	4	6
Pinus edulis	32.62	1.61375671375214	37.2	2000	0.83	2.4	2.552	0.0242	35	4	6
Pinus edulis	34.74	1.12220138459992	38.2	2000	1.23	2.3	0.142	0.0018	35	4	6
Pinus edulis	32.52	1.20612828844115	38.4	2000	1.1	2.2	0.483	0.007	35	4	6
Pinus edulis	32.15	1.50507016652046	37.1	2000	0.83	2.4	2.526	0.0244	35	4	6
Pinus edulis	33.27	1.14666345452758	38.3	2000	1.23	2.3	0.25	0.002	35	4	6
Pinus edulis	33.39	1.23106798029825	38.2	2000	1.1	2.2	0.603	0.0076	35	4	6
Pinus edulis	33.44	1.49546246335238	37.2	2000	0.83	2.4	2.359	0.0229	35	4	6
Pinus edulis	31.92	1.24316756765573	37.8	2000	1.23	2.3	0.721	0.0053	35	4	6
Pinus edulis	32.69	1.24317706267594	38.1	2000	1.1	2.2	0.703	0.0088	35	4	6
Pinus edulis	31.44	1.31621165201888	37.8	2000	0.83	2.4	1.284	0.0133	35	4	6
Pinus edulis	22.71	1.4604442061478	36.4	2000	1	2.25	4.181	0.0437	35	4	6
Pinus edulis	25.23	1.64133129146761	35.8	2000	1.15	2.25	4.257	0.0511	35	4	6
Pinus edulis	26	1.46132976181053	36.4	2000	0.93	1.4	5.668	0.0718	35	4	6
Pinus edulis	28.22	1.38849550861533	36.6	2000	1	2.25	3.208	0.0383	35	4	6
Pinus edulis	28.26	1.53740644281391	36.2	2000	1.15	2.25	3.039	0.0411	35	4	6
