Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Schefflera morototoni	24.96666667	2.37119203085227	39	120.5266667	0.3	0.38125	NA	0.284266667	69.1	1.85	3.4
Schefflera morototoni	27.32666667	2.72576833309123	39	400.9933333	0.3	0.5625	NA	0.439666667	69.1	1.85	3.4
Schefflera morototoni	29.28666667	3.05448945171889	39	855.4	0.3	0.4925	NA	0.4518	69.1	1.85	3.4
Schefflera morototoni	30.64666667	3.30236835423939	39	1119.533333	0.3	0.95	NA	0.424466667	69.1	1.85	3.4
Schefflera morototoni	32.98666667	3.76992522427468	39	1353.733333	0.3	1.455	NA	0.295933333	69.1	1.85	3.4
Schefflera morototoni	31.225	3.41296414499758	39	567.6416667	0.3	1.03125	NA	0.275433333	69.1	1.85	3.4
Schefflera morototoni	27.62	2.77291230030134	39	344.9933333	0.55	0.66875	NA	0.319266667	69.1	1.85	3.4
Schefflera morototoni	28.57333333	2.93106885776117	39	434.4	0.55	0.8125	NA	0.4564	69.1	1.85	3.4
Schefflera morototoni	28.87333333	2.98243549523402	39	473.1333333	0.55	1.3	NA	0.385666667	69.1	1.85	3.4
Schefflera morototoni	29.28666667	3.05448945171889	39	561.0666667	0.55	1.65	NA	0.3896	69.1	1.85	3.4
Schefflera morototoni	30.92	3.35424390865267	39	1517.866667	0.55	1.6	NA	0.197153333	69.1	1.85	3.4
Schefflera morototoni	30.66	3.3048825917029	39	1352.866667	0.55	1.5	NA	0.147193333	69.1	1.85	3.4
Schefflera morototoni	28.48666667	2.91637369732764	39	314.4	0.55	1.45	NA	0.155593333	69.1	1.85	3.4
Schefflera morototoni	28.08666667	2.84937763604251	39	910.9333333	0.8	1.1	NA	0.4344	69.1	1.85	3.4
Schefflera morototoni	30.50666667	3.27606907034874	39	1251.266667	0.8	1.26	NA	0.346333333	69.1	1.85	3.4
Schefflera morototoni	30.86	3.34279632610256	39	730.0666667	0.8	1.775	NA	0.298666667	69.1	1.85	3.4
Schefflera morototoni	32.94666667	3.76147407675792	39	801.9333333	0.8	1.54375	NA	0.210566667	69.1	1.85	3.4
Schefflera morototoni	31.03333333	3.37596010693243	39	603.6666667	0.8	1.55625	NA	0.2043	69.1	1.85	3.4
Schefflera morototoni	29.17333333	3.03458361862664	39	100.5333333	0.8	1.15	NA	0.105013333	69.1	1.85	3.4

