Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Prosopis velutina	29.775	2.40847534055127	37.4115	700	1	NA	21.83	0.335	V	2.98	1.19
Prosopis velutina	30.36666667	2.55631331423749	37.474	700	1.253333333	NA	15.11666667	0.193333333	V	2.98	1.19
Prosopis velutina	29.55333333	2.44209319344661	37.479	700	1.225	NA	13.21666667	0.24	V	2.98	1.19
Prosopis velutina	28.90333333	2.10655787832734	37.518	700	0.443333333	NA	21.94666667	0.416666667	V	2.98	1.19
Prosopis velutina	28.335	1.84916311104761	37.4785	700	1.05	NA	18.02	0.245	V	2.98	1.19
Prosopis velutina	28.1375	1.97767357209213	37.4545	700	0.933333333	NA	17.7925	0.295	V	2.98	1.19
Prosopis velutina	30.18333333	2.16441416361878	37.48333333	700	0.85	NA	18.34	0.333333333	V	2.98	1.19
Prosopis velutina	31.145	2.6496635444374	37.4835	700	1	NA	13.045	0.43	V	2.98	1.19
Prosopis velutina	31.11	2.08732201492367	37.44366667	700	1.366666667	NA	13.80333333	0.153333333	V	2.98	1.19
Prosopis velutina	30.18666667	2.62189956109376	37.45033333	700	1.883333333	NA	14.89333333	0.426666667	V	2.98	1.19
Prosopis velutina	31.4625	0.497095924141967	37.47425	700	5.4	NA	3.6575	0.07	V	2.98	1.19
Prosopis velutina	31.49666667	0.474377122768567	37.47866667	700	1.75	NA	3.766666667	0.06	V	2.98	1.19
Prosopis velutina	30.906	0.604459600684161	37.4368	700	4.66	NA	6.774	0.092	V	2.98	1.19
Prosopis velutina	30.84	1.60501859849151	37.51933333	700	3.215	NA	3.036666667	0.043333333	V	2.98	1.19
Prosopis velutina	30.10666667	1.48562085008271	37.519	700	2.9	NA	10.65	0.103333333	V	2.98	1.19
Prosopis velutina	30.23	1.63922209099144	37.50375	700	2.3	NA	8.025	0.07	V	2.98	1.19
Prosopis velutina	30.94333333	1.25130574943879	37.49166667	700	1.55	NA	18.21333333	0.27	V	2.98	1.19
Prosopis velutina	31.128	1.37728618835322	37.494	700	1.5	NA	7.108	0.12	V	2.98	1.19
Prosopis velutina	31.8425	1.04496603117489	37.507	700	0.12	NA	4.2025	0.0925	V	2.98	1.19
Prosopis velutina	31.25666667	1.19517500680057	37.5	700	0.566666667	NA	13.83666667	0.226666667	V	2.98	1.19
Prosopis velutina	30.89833333	1.15650825023059	37.4685	700	1.333333333	NA	11.77166667	0.158333333	V	2.98	1.19
Prosopis velutina	32.2425	1.01516331875994	37.49475	700	1.295	NA	11.2125	0.1375	V	2.98	1.19
Prosopis velutina	32.23166667	0.98555193139265	37.51683333	700	1.633333333	NA	11.685	0.196666667	V	2.98	1.19

