Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Carpinus betulus	21.47	1.74259367830159	38.633	1200.27	0.691612	0.84	11.45007919	0.132842791	31.4	4	3.8
Carpinus betulus	21.18	1.69664783846453	38.798	1200.25	0.7064301	0.84	9.980239353	0.122811404	31.4	4	3.8
Carpinus betulus	20.54	1.5887828836249	39.063	1194.93	0.753572	0.84	8.044513373	0.084853041	31.4	4	3.8
Carpinus betulus	20.84	1.63115166665787	38.948	1199.99	0.7240366	0.84	9.029853254	0.110901397	31.4	4	3.8
Carpinus betulus	21.36	1.64777862852361	38.795	1199.61	0.7408837	0.84	10.68183149	0.093827689	31.4	4	3.8
Carpinus betulus	21.12	1.6111217720391	39.097	1200.07	0.7436502	0.84	8.075132451	0.093285326	31.4	4	3.8
Carpinus betulus	19.91	1.53304411093301	38.575	1199.71	0.6353143	0.84	12.68648112	0.208357557	31.4	4	3.8
Carpinus betulus	20.35	1.56227134881073	38.723	1199.7	0.6210443	0.84	13.99370493	0.218722538	31.4	4	3.8
Carpinus betulus	20.71	1.3607211175883	38.935	1200.68	0.6911023	0.84	8.069085036	0.170761994	31.4	4	3.8
Carpinus betulus	20.42	1.31588565710994	38.752	1199.72	0.6769308	0.84	9.843938235	0.193404878	31.4	4	3.8
Carpinus betulus	22.29	1.45813046112186	38.456	1198.94	0.6300463	0.84	11.51460625	0.224736351	31.4	4	3.8
Carpinus betulus	19.84	1.37557426546577	38.987	1199.89	1.4438206	1.623	8.340707879	0.19834976	31.4	4	3.8
Carpinus betulus	21.03	1.28446867167137	39.105	1200.42	1.2414696	1.348	6.304999036	0.127905405	31.4	4	3.8
Carpinus betulus	20.2	1.52446211689693	39.001	1200.42	0.4880839	0.675	8.752901004	0.191531805	31.4	4	3.8
Carpinus betulus	22.58	1.43884135264872	39.141	1199.5	0.9778009	1.08	7.53216699	0.11040872	31.4	4	3.8
Carpinus betulus	21.57	1.43635912459109	39.121	1199.54	1.4179598	1.58	9.376509897	0.172163347	31.4	4	3.8
Carpinus betulus	19.18	1.32641953557174	39.565	1198.98	1.5056624	1.57	3.490954818	0.073843381	31.4	4	3.8
Carpinus betulus	19.87	1.28138104797585	39.542	1199.45	1.5762762	1.65	3.492329274	0.087147573	31.4	4	3.8
Carpinus betulus	19.69	1.35877937194552	39.802	1199.11	2.8562618	2.89	1.89089816	0.029200619	31.4	4	3.8
Carpinus betulus	20.07	1.22701743741067	40.055	1199.91	4.739218	4.85	0.165115554	0.019294201	31.4	4	3.8
Carpinus betulus	20.35	1.53671281881073	39.036	1198	1.2234007	1.363	9.430565546	0.140061578	31.4	4	3.8
Carpinus betulus	20.19	1.22428210070071	39.661	1199.97	2.7581086	2.8	2.866433664	0.041634271	31.4	4	3.8
Carpinus betulus	20.75	1.5773032686608	39.977	1200.64	3.6205961	3.69	0.665411432	0.033814241	31.4	4	3.8
Carpinus betulus	20.39	1.39499668067414	39.568	1199.82	2.4298881	2.5	3.298445077	0.067012525	31.4	4	3.8
Carpinus betulus	20.05	1.53669423980545	39.759	1200.24	3.1332771	3.25	2.245270088	0.077685951	31.4	4	3.8
Carpinus betulus	19.99	1.60450592917966	39.909	1200.34	3.4920199	3.6	1.09673613	0.055878359	31.4	4	3.8
Carpinus betulus	18.84	1.17679799340114	39.88	1200.01	4.5470886	4.7	0.912907332	0.035914374	31.4	4	3.8
Carpinus betulus	19.6	1.21341943986088	39.747	1200.27	2.9300932	2.97	2.176908807	0.037541426	31.4	4	3.8
Carpinus betulus	20.25	1.25696491439506	39.788	1200.02	3.3675986	3.39	0.078785707	0.016458525	31.4	4	3.8
Carpinus betulus	20.15	1.49963677954627	39.922	1199.86	3.90901	3.99	0.927533828	0.032558193	31.4	4	3.8
Carpinus betulus	19.73	1.52946282882623	39.74	1200.4	3.8046134	3.85	1.435836631	0.019910454	31.4	4	3.8
Carpinus betulus	19.93	1.28228050903404	39.834	1200.29	3.9962604	4.05	0.97371293	0.023579959	31.4	4	3.8
Carpinus betulus	20.29	1.60866908392723	39.96	1200.05	4.2809885	4.38	0.341099067	0.024894038	31.4	4	3.8
Carpinus betulus	19.75	1.21204480140007	39.27	1200.42	1.5300603	1.63	7.688233471	0.125190293	31.4	4	3.8
Carpinus betulus	19.01	1.31553815572291	39.952	1199.53	2.6793139	2.7	0.484939044	0.019695158	31.4	4	3.8
Carpinus betulus	20.83	1.73085007422377	39.484	1200.9	0.6823256	0.95	7.652542797	0.241110367	31.4	4	3.8
Carpinus betulus	23	1.52433494633347	39.372	1200.32	1.2002239	1.33	7.761382573	0.131419507	31.4	4	3.8
Carpinus betulus	23.81	1.54464083092753	39.706	1200.15	1.4117683	1.47	4.500797557	0.057726618	31.4	4	3.8
Carpinus betulus	20.17	1.59636397491972	39.284	1199.42	1.4492283	1.5	5.287300552	0.048600119	31.4	4	3.8
Carpinus betulus	19.6	1.43041362886088	39.673	1200.33	2.1032783	2.12	2.988888889	0.016735556	31.4	4	3.8
Carpinus betulus	19.63	1.54381114870395	39.309	1199.52	1.3039567	1.4	6.322035573	0.095676606	31.4	4	3.8
Carpinus betulus	19.06	1.40460441839512	39.583	1200	2.3379598	2.38	3.461111111	0.040922222	31.4	4	3.8
Carpinus betulus	21	1.32026398391066	39.509	1200.26	2.4451464	2.5	3.60976343	0.055297848	31.4	4	3.8
Carpinus betulus	21.84	1.35634818278816	39.751	1199.87	2.7791512	2.82	2.438951545	0.036381361	31.4	4	3.8
Carpinus betulus	19.86	1.26232528745266	39.948	1199.99	4.0672652	4.1	0.604360229	0.01375051	31.4	4	3.8
Carpinus betulus	19.74	1.51921167301431	39.098	1199.88	2.104278	2.25	6.971290499	0.135770278	31.4	4	3.8
Carpinus betulus	17.9	1.0737925456395	39.486	1200.22	2.6234862	2.66	4.235058856	0.04324709	31.4	4	3.8
Carpinus betulus	19.83	1.46461375828835	39.64	1200.44	2.5956915	2.63	3.255555556	0.030033333	31.4	4	3.8

