Species	Tleaf	VPA	CO2	PAR	Psoil	Pleaf	A	Gs	Vcmax	WeibullB	WeibullC
Cordia alliodora	25.78	2.48855526884111	39	53.73333333	0.75	0.85625	NA	0.166733333	69	3.3	1.7
Cordia alliodora	26.46	2.59053285589841	39	127.4	0.75	0.9375	NA	0.182	69	3.3	1.7
Cordia alliodora	28.58333333	2.93276859276237	39	577.0833333	0.75	1.8625	NA	0.355	69	3.3	1.7
Cordia alliodora	30.26	3.23017503359894	39	364.6666667	0.75	1.83	NA	0.295533333	69	3.3	1.7
Cordia alliodora	30.16666667	3.21295606824174	39	198.8666667	0.75	1.8175	NA	0.266866667	69	3.3	1.7
Cordia alliodora	31.58	3.48243377261094	39	404.7857143	0.75	2.25	NA	0.262853333	69	3.3	1.7
Cordia alliodora	25.1375	2.39543446377372	39	138.875	1.15	1.2625	NA	0.26936875	69	3.3	1.7
Cordia alliodora	27.06875	2.68489471070157	39	291.5	1.15	2.03125	NA	0.161725	69	3.3	1.7
Cordia alliodora	28.32	2.88829389995133	39	220.6666667	1.15	2.00625	NA	0.238333333	69	3.3	1.7
Cordia alliodora	30.10769231	3.20211714596846	39	496.2307692	1.15	2.5625	NA	0.237769231	69	3.3	1.7
Cordia alliodora	30.82	3.33518348303647	39	802.2	1.15	2.4875	NA	0.17532	69	3.3	1.7
Cordia alliodora	29.8	3.14608036010886	39	276.3333333	1.15	2.15	NA	0.2572	69	3.3	1.7
Cordia alliodora	31.12666667	3.39393567768282	39	608.8	1.15	2.14	NA	0.130693333	69	3.3	1.7
Cordia alliodora	28.55333333	2.92767195938528	39	485.6666667	2.3	2.48	NA	0.359733333	69	3.3	1.7
Cordia alliodora	28.15333333	2.86044971223897	39	305.8666667	2.3	2.43	NA	0.360866667	69	3.3	1.7
Cordia alliodora	27.74	2.79240213740896	39	311.4	2.3	2.35	NA	0.432533333	69	3.3	1.7
Cordia alliodora	27.34666667	2.72896037324124	39	197.0666667	2.3	2.35	NA	0.3246	69	3.3	1.7
Cordia alliodora	26.91333333	2.66052352664815	39	82.4	2.3	2.1	NA	0.17036	69	3.3	1.7

